Gene	Symbol	C1-1 NTR	C1-2 NTR	C2-1 NTR	C2-2 NTR	C3-1 NTR	C3-2 NTR	C4-1 NTR	C4-2 NTR	O1-1 NTR	O1-2 NTR	O2-1 NTR	O2-2 NTR	O3-1 NTR	O3-2 NTR	O4-1 NTR	O4-2 NTR	O5-1 NTR	O5-2 NTR	O6-1 NTR	O6-2 NTR
ENSG00000077549	CAPZB	0.018	0.0185	0.0301	0.0184	0.0239	0.0241	0.0296	0.0271	0.1081	0.0992	0.0987	0.0841	0.113	0.0711	0.056	0.051	0.0568	0.0617	0.0294	0.0291
ENSG00000266338	NBPF15	0.4562	NaN	NaN	0	0	0	0	0	1	0.6912	0.4589	0.3011	0.6456	0.2383	0.0991	0.0968	0	0.1022	0	0
ENSG00000196369	SRGAP2B	1	0.8937	0.3197	0.4182	0.6895	1	0.1104	0.8377	0.8838	0.8463	1	0.7524	0.6368	0.6819	0.7241	0.7891	0.6416	0.7688	0.0409	0.355
ENSG00000162825	NBPF20	0	0.0587	0.2409	0.2716	0	0.3665	0	0.2714	0.0994	0.0419	0.8115	0.3274	0.4155	0.2637	0.2059	0	0.1801	0.479	0	0
ENSG00000174827	PDZK1	0	0	0	0	0	0.2024	0.2869	0	0.6187	0.8289	0.57	0.2604	0.2848	0	0	0	0	0	0	NaN
ENSG00000132854	KANK4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
ENSG00000116641	DOCK7	0.103	0.1317	0.0805	0.0665	0.0596	0.0266	0.079	0.0452	0.4035	0.4061	0.3797	0.3956	0.2847	0.2857	0.2507	0.1367	0.0953	0.177	0.0416	0.0454
ENSG00000142856	ITGB3BP	0.0236	0.0103	0.0395	0.0157	0.0096	0.0107	0.0193	0.021	0.144	0.1581	0.1605	0.1022	0.1098	0.0705	0.055	0.0297	0.0352	0.0457	0.0182	0.007
ENSG00000162434	JAK1	0.0409	0.0343	0.074	0.0837	0.0622	0.0338	0.0617	0.0532	0.297	0.2762	0.3281	0.2661	0.2893	0.2217	0.1291	0.1371	0.1718	0.1954	0.0527	0.0518
ENSG00000172410	INSL5	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000163202	LCE3D	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5314	0.1837
ENSG00000159450	TCHH	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.8321	0	0.7014	NaN	NaN	NaN	NaN	NaN	0
ENSG00000197915	HRNR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000143631	FLG	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.5343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
ENSG00000159527	PGLYRP3	0	0	0	0	NaN	0	0	0.4479	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0.5677	NaN	NaN
ENSG00000163218	PGLYRP4	0	0.9215	0.5584	0.4805	0	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	0.8337	NaN	1	0.8125	0.1406	0.4903
ENSG00000163221	S100A12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0
ENSG00000143546	S100A8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.4317	NaN	0	0	NaN	NaN	NaN	NaN	0	0	0
ENSG00000163216	SPRR2D	0	0	NaN	NaN	0	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0	0	0.1482	0	0.0624
ENSG00000241794	SPRR2A	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8694	1	0	0	NaN	NaN
ENSG00000196805	SPRR2B	0	0.2949	0	0	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0.6433	0	NaN
ENSG00000203785	SPRR2E	0	0	NaN	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	0.0541	0.2388	0.1756	0	0	0
ENSG00000137941	TTLL7	NaN	NaN	0	NaN	1	NaN	NaN	NaN	0.6258	0.4352	0.4106	0.4376	0.4858	0.4354	0.2888	0.2437	0.0595	0.3408	0.1977	0.0768
ENSG00000174021	GNG5	0.04	0.0388	0.0443	0.0335	0.0438	0.051	0.0399	0.0527	0.164	0.1434	0.169	0.1568	0.1902	0.1514	0.0748	0.0589	0.082	0.1074	0.055	0.0576
ENSG00000117151	CTBS	0.0484	0	0.0198	0	0.0501	0.0861	0.065	0.0055	0.2466	0.2139	0.1272	0.2228	0.2606	0.2668	0.1196	0.0551	0.0372	0.1006	0	0.0066
ENSG00000117155	SSX2IP	0.1751	0.1713	0.2398	0.183	0.1524	0.1807	0.1887	0.1833	0.6779	0.6991	0.6392	0.6484	0.4909	0.4192	0.4488	0.3845	0.3576	0.4289	0.0559	0.0703
ENSG00000171517	LPAR3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000133048	CHI3L1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0
ENSG00000133063	CHIT1	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000122176	FMOD	NaN	NaN	NaN	NaN	0.5802	NaN	NaN	NaN	0.0409	0.1101	0.2066	0.0934	0.0374	0.2568	NaN	NaN	NaN	0	0	NaN
ENSG00000143845	ETNK2	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1	0.1022	1	0	0.6881	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000143839	REN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0.7335	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000196407	THEM5	NaN	0	NaN	NaN	0	0	0	0.2125	NaN	0	NaN	0	0	NaN	NaN	0.5298	NaN	0	0	NaN
ENSG00000159445	THEM4	0.1384	0.1235	0.0917	0.1557	0.0856	0.0776	0.107	0.0757	0.2487	0.334	0.2205	0.2335	0.2936	0.1535	0.2809	0.1562	0.188	0.1457	0.0543	0.0731
ENSG00000197747	S100A10	0.0353	0.0524	0.0112	0.0202	0.0409	0.0166	0.0423	0.0471	0.1642	0.1273	0.1374	0.1553	0.1861	0.0354	0.0611	0.1013	0.1099	0.1314	0.0648	0.068
ENSG00000163191	S100A11	0.0931	0.005	0	0.0489	0.0597	0.0143	0.0126	0.0585	0.2393	0.261	0.2352	0.2835	0.2427	0.2249	0.0528	0.0548	0.0343	0.1116	0.1126	0.1086
ENSG00000135828	RNASEL	0.2892	0.6737	1	0.7546	0.505	0.4975	0.0982	0.3549	0.8917	0.7801	0.7889	0.8867	0.7956	0.6092	0.7406	0.4959	0.1589	0.7419	0.3564	0
ENSG00000143333	RGS16	1	0.6165	0.5807	0.75	0.7468	0.6999	0.4897	0.7224	0.969	0.8525	0.8673	0.9343	0.8715	0.7688	0.6939	0.704	0.878	0.6404	0.4047	0.4309
ENSG00000135824	RGS8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000157060	SHCBP1L	0.1812	0.2357	0.1362	0.2832	0.236	0.2173	0.3235	0.3172	NaN	NaN	1	NaN	NaN	NaN	0.3033	0.4521	0.5193	0.3674	0.28	0.223
ENSG00000196427	NBPF4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000162639	HENMT1	0.0348	0.0282	0.0735	0.0364	0.0124	0.0246	0.0582	0.0395	0.3448	0.2888	0.1337	0.1773	0.1692	0.1183	0.0831	0.1138	0.0664	0.0841	0.0512	0.0163
ENSG00000162641	AKNAD1	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0
ENSG00000121940	CLCC1	0.0576	0.0809	0.0822	0.0803	0.0501	0.0645	0.0705	0.0919	0.3628	0.3789	0.3652	0.3688	0.3321	0.2036	0.0908	0.118	0.151	0.1411	0.0304	0.03
ENSG00000085433	WDR47	0.5204	0.7954	0.6131	0.3431	0.5442	0.4113	0.6626	0.6155	0.7983	0.8834	0.7697	0.9429	0.7473	0.7576	0.8003	0.7539	0.7369	0.8258	0.2568	0.2898
ENSG00000006555	TTC22	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000116133	DHCR24	0.0668	0.0585	0.1055	0.0992	0.0636	0.0646	0.0733	0.0835	0.3313	0.345	0.3822	0.3359	0.3279	0.2455	0.2145	0.1478	0.1595	0.2296	0.0852	0.0942
ENSG00000162402	USP24	0.0682	0.0623	0.0775	0.0677	0.0405	0.0465	0.053	0.0695	0.4787	0.4265	0.4144	0.4045	0.3296	0.2479	0.162	0.1209	0.1316	0.1793	0.0412	0.0307
ENSG00000284686		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	NaN	0.403	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000162407	PLPP3	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.5798	0.4818	0.4335	0.6475	0.2728	0.1839	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000123472	ATPAF1	0.0276	0.0181	0.0303	0.0258	0.0267	0.0168	0.0366	0.0383	0.1587	0.1733	0.1752	0.1634	0.1597	0.1206	0.0733	0.0758	0.0712	0.0802	0.0159	0.0127
ENSG00000159658	EFCAB14	0.1736	0.1667	0.1428	0.1937	0.1902	0.1713	0.2266	0.1805	0.5958	0.6257	0.6604	0.6226	0.5718	0.543	0.2501	0.2453	0.3031	0.3782	0.1344	0.1414
ENSG00000162366	PDZK1IP1	0.0419	0.0258	0.037	0.093	0.1154	0.0148	0.085	0.0166	0.3473	0.4262	0.5976	0.6697	0.4713	0.1907	0.1539	0.0501	0.0871	0.1291	0.0634	0.0617
ENSG00000162367	TAL1	0.5055	0.5342	0.5391	0.5143	0.5283	0.5201	0.5166	0.5176	0.8955	0.884	0.8812	0.8739	0.6945	0.6071	0.7394	0.6932	0.7093	0.7768	0.1874	0.1931
ENSG00000232237	ASCL5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000116857	TMEM9	0.0451	0.0955	0.0499	0.06	0.0738	0.0646	0.1067	0.0814	0.367	0.4382	0.3832	0.4012	0.3766	0.2499	0.2376	0.1413	0.1842	0.1675	0.0717	0.0499
ENSG00000118194	TNNT2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0	NaN	0	0	NaN
ENSG00000189195	BTBD8	NaN	0	0.7841	1	0.7	0	0	1	0.8374	0.7958	1	0.9561	0.7494	1	0.6491	0.2649	0.3982	0.9118	0	0.6727
ENSG00000122484	RPAP2	0.1454	0.2319	0.2222	0.2734	0.2359	0.2682	0.2101	0.1826	0.7547	0.7527	0.6608	0.6864	0.7016	0.5539	0.2465	0.1451	0.4142	0.3857	0.0713	0.0592
ENSG00000122406	RPL5	0.0096	0.0077	0.0114	0.0065	0.0138	0.0142	0.0148	0.0149	0.0631	0.0647	0.0713	0.0653	0.0743	0.0515	0.0253	0.0215	0.0309	0.031	0.0225	0.0194
ENSG00000143033	MTF2	0.3527	0.3475	0.2805	0.3071	0.1769	0.3702	0.3591	0.3468	0.8899	0.8369	0.8673	0.8309	0.7241	0.7044	0.5275	0.682	0.3845	0.6246	0.1704	0.0652
ENSG00000157211	CDCP2	NaN	NaN	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0.5296	NaN	NaN	NaN	NaN	NaN	0	NaN
ENSG00000215883	CYB5RL	0.0839	0.0763	0.1422	0.1894	0.0822	0.1037	0.0761	0.1483	0.4301	0.4799	0.5213	0.4248	0.558	0.406	0.3901	0.2386	0.172	0.3557	0.0205	0.094
ENSG00000157216	SSBP3	0.042	0.0473	0.0624	0.0549	0.0332	0.0456	0.0627	0.0579	0.2693	0.2954	0.2862	0.2801	0.252	0.1994	0.1046	0.1082	0.1176	0.1549	0.0686	0.0491
ENSG00000162391	FAM151A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000162396	PARS2	0.5838	0.6648	0.5675	0.742	0.9061	0.7531	0.9665	0.793	0.8812	0.9859	1	0.9235	0.9478	1	0.8647	1	0.9547	0.8198	0.5346	1
ENSG00000136634	IL10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000162894	FCMR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0
ENSG00000182795	C1orf116	1	0.7659	1	0.3606	1	0.4856	0.3512	0.7801	0.6747	1	0.7306	0.5931	0.5121	0.5934	0.5386	0.8643	1	0.5506	0.4123	0.4914
ENSG00000162702	ZNF281	0.6917	0.7585	0.7701	0.5402	0.8143	0.849	0.7645	0.7584	0.9865	0.9628	0.9575	0.9216	0.8936	0.8848	0.8828	0.9165	0.914	0.8862	0.2403	0.3022
ENSG00000118193	KIF14	0.0713	0.0648	0.0767	0.0932	0.1645	0.1041	0.1591	0.1635	0.7506	0.691	0.5834	0.6321	0.5106	0.5168	0.3809	0.3313	0.4019	0.3867	0.0727	0.0882
ENSG00000118197	DDX59	0.2156	0.1643	0.031	0.2162	0.2353	0.4609	0.1673	0.1682	0.814	0.5893	0.7535	0.7305	0.7264	0.6555	0.4666	0.1148	0.376	0.52	0.0991	0.0589
ENSG00000116852	KIF21B	0.3473	0.296	0.1071	0.6888	0.122	0.0201	0.0768	0.179	0.6924	0.832	0.6853	0.6175	0.6387	0.6367	0.5007	0.5293	0.8285	0.5911	0	0
ENSG00000171806	METTL18	0.3862	0.3988	0.4659	0.9688	0.4295	0.5847	0.8106	0.5162	0.9498	0.8685	0.9935	0.9556	0.8574	0.7644	0.8119	0.8601	0.8108	0.6617	0.272	0.1349
ENSG00000000457	SCYL3	0.133	0.1416	0.2904	0.2096	0.0503	0.0413	0.1925	0.1147	0.4593	0.5846	0.5242	0.4281	0.3452	0.4645	0.3467	0.4722	0.3006	0.3508	0.0454	0.1328
ENSG00000075945	KIFAP3	0.0374	0.0313	0.0217	0.0489	0.0355	0.0272	0.0127	0.0449	0.1829	0.1725	0.241	0.239	0.1526	0.1558	0.0712	0.0533	0.0117	0.0689	0.0274	0.0074
ENSG00000034971	MYOC	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0
ENSG00000117533	VAMP4	0.0524	0.0147	0.0263	0.0368	0.0296	0.0117	0.0436	0.0064	0.3202	0.3331	0.3039	0.3061	0.2841	0.1855	0.0665	0.064	0.0671	0.1565	0.0073	0.0438
ENSG00000184007	PTP4A2	0.0566	0.0679	0.0687	0.0788	0.072	0.068	0.075	0.0836	0.3201	0.3219	0.3148	0.3394	0.3012	0.2385	0.1374	0.1105	0.1469	0.1691	0.0814	0.0759
ENSG00000288678		0.0641	0.1015	0.0626	0.0996	0.1266	0.0541	0.0813	0.1207	0.3193	0.4218	0.2664	0.4858	0.3266	0.3268	0.2215	0.1388	0.2586	0.2018	0.0574	0.0778
ENSG00000160055	TMEM234	0.4013	0.4781	0.129	0.321	0.3157	0.4685	0.1162	0.2537	0.8886	0.8058	0.7113	0.5031	0.5906	0.6217	0.4611	0.1788	0.5302	0.5234	0.1422	0.2755
ENSG00000175130	MARCKSL1	0.1118	0.129	0.1614	0.1177	0.1014	0.1472	0.0975	0.1168	0.1369	0.1623	0.2483	0.1894	0.3007	0.2586	0.1137	0.0448	0.2278	0.2185	0.1094	0.1061
ENSG00000225828	FAM229A	0.5423	0.6923	0.5101	0.6316	0.58	0.5966	0.5809	0.7295	0.8947	0.8688	0.8658	0.9365	0.8801	0.8745	0.8899	0.8585	0.7934	0.834	0.7155	0.6225
ENSG00000188585	CLEC20A	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000116194	ANGPTL1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	NaN
ENSG00000143322	ABL2	0.5649	0.6684	0.5804	0.5423	0.5832	0.5898	0.6316	0.8762	0.9089	0.8924	0.8961	0.9207	0.9388	0.8428	0.8458	0.9635	0.8797	0.9	0.3465	0.4721
ENSG00000162585	FAAP20	0.0379	0.0401	0.074	0.0678	0.0618	0.0274	0.0519	0.0852	0.1732	0.2466	0.1878	0.2398	0.2291	0.2411	0.1553	0.1368	0.1498	0.153	0.0509	0.0673
ENSG00000116151	MORN1	0.284	0.1592	0.28	0.2268	0.2182	0.3677	0.2404	0.3026	0.7275	0.6757	0.6639	0.7243	0.6074	0.7316	0.4283	0.3233	0.5619	0.595	0.2848	0.085
ENSG00000143106	PSMA5	0.009	0.0199	0.0052	0.0103	0.0157	0.0164	0.008	0.0125	0.1019	0.0792	0.0732	0.0944	0.0925	0.0581	0.0313	0.0454	0.0286	0.0325	0.0198	0.0249
ENSG00000181754	AMIGO1	NaN	NaN	NaN	NaN	0.3948	0	NaN	NaN	0.6111	1	1	0.4172	0.8514	1	1	NaN	NaN	NaN	0.5	0
ENSG00000134183	GNAT2	NaN	NaN	NaN	0	0	0	0	0	0	NaN	NaN	0	0	NaN	0	NaN	NaN	NaN	0	NaN
ENSG00000134202	GSTM3	0.018	0.0203	0.0058	0.0566	0.0262	0.0074	0.004	0.0122	0.0592	0.1186	0.1042	0.1466	0.0668	0.111	0.0382	0.0355	0.0242	0.0368	0.0657	0.093
ENSG00000198758	EPS8L3	NaN	1	NaN	NaN	0	NaN	NaN	0	NaN	1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000288825	H2AC18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
ENSG00000270276	H4C15	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000184678	H2BC21	0.2229	0.0863	0.0927	0.1278	0.1921	0.4668	0.5487	0.2718	0.5437	0.5044	0.4299	0.8709	0.5639	0.1454	0.1358	0.4812	0.1662	0.3658	0.2941	0.1152
ENSG00000184270	H2AC21	0.2695	0	0	NaN	NaN	0	0.7435	NaN	0	0	NaN	0.7422	0	NaN	NaN	NaN	0	NaN	1	NaN
ENSG00000131781	FMO5	0	0	0.4046	NaN	0.1462	0	0	0.4281	0	0.127	0	0	0.0752	0.1487	0	0	0	0	0.3993	0
ENSG00000162836	ACP6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.1328	0.1186	0.2089	0.6243	0.3571	0.1095	0	0	NaN	0	NaN	NaN
ENSG00000265107	GJA5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2051	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000263956	NBPF11	0.2645	0.3998	0.7476	0.4061	0.4022	0.5919	0.1941	0.3575	0.9041	0.9114	0.8054	0.75	0.7229	0.5869	0.7717	0.4789	0.5735	0.5973	0.1775	0.4488
ENSG00000169641	LUZP1	0.261	0.6505	0.6046	0.6271	0.6897	0.4704	0.7536	0.692	0.9478	0.922	0.8664	0.9542	0.8259	0.8396	1	0.801	0.6971	0.7788	0.3551	0.3746
ENSG00000179546	HTR1D	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN
ENSG00000125944	HNRNPR	0.0299	0.041	0.0446	0.0447	0.0343	0.033	0.0504	0.0478	0.226	0.2127	0.2356	0.226	0.2309	0.1741	0.1045	0.0722	0.08	0.0966	0.0326	0.0378
ENSG00000125945	ZNF436	0.5996	0.707	0.6711	0.9211	0.9158	0.9342	0.7808	0.7706	0.8295	0.9153	0.8106	0.9007	0.8196	0.8753	0.8192	0.8943	0.8026	0.8371	0.1707	0.1579
ENSG00000204219	TCEA3	0	0	0	NaN	NaN	NaN	0	NaN	0	0	0	0.0851	0	NaN	0	NaN	NaN	0	0	0
ENSG00000198793	MTOR	0.1257	0.1295	0.0631	0.06	0.1208	0.1185	0.0757	0.0725	0.3258	0.3139	0.352	0.3242	0.3118	0.2057	0.2011	0.1267	0.1603	0.2217	0.1084	0.0614
ENSG00000116661	FBXO2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	0	NaN	0	NaN
ENSG00000116670	MAD2L2	0.0279	0.045	0.0483	0.0614	0.037	0.0246	0.0613	0.0475	0.2591	0.241	0.2504	0.1717	0.2504	0.1743	0.1263	0.0925	0.1014	0.1291	0.053	0.0507
ENSG00000177000	MTHFR	0.3045	0.3264	0.2954	0.3314	0.2493	0.2505	0.2556	0.2699	0.732	0.7528	0.7101	0.7118	0.7108	0.6261	0.5741	0.5196	0.5877	0.652	0.2771	0.2189
ENSG00000175206	NPPA	0	NaN	0	NaN	NaN	0	0	NaN	NaN	0	0	0	0	0	0	NaN	NaN	0	NaN	0
ENSG00000168509	HJV	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	NaN	NaN
ENSG00000271425	NBPF10	0.2559	0	0.3738	0	0.4758	0	0.0709	0.1184	0.4338	0.5217	0.6262	0.5198	0.541	0.6689	0.0838	0	0.0447	0.2123	0.0689	0.1649
ENSG00000264343	NOTCH2NLA	0.0554	0	0.3046	0.2242	0.2104	0	0	0.1248	0.225	0.5756	0.3797	0.238	0.3743	0.4782	0	0	0.0448	0.2133	0.0854	0.1796
ENSG00000131791	PRKAB2	0.1843	0.2685	0.2664	0.3098	0.339	0.098	0.2461	0.1673	0.869	0.7243	0.6626	0.7377	0.7056	0.7847	0.6318	0.4984	0.5818	0.6607	0.2669	0.1962
ENSG00000118729	CASQ2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0.4881	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000116815	CD58	0.0952	0.0609	0.1642	0.1025	0.1233	0.0793	0.0614	0.144	0.5385	0.6257	0.675	0.5962	0.545	0.4885	0.4141	0.327	0.3518	0.3828	0.0978	0.073
ENSG00000143061	IGSF3	0	NaN	0.2264	NaN	0.1489	0.3974	0.4449	0	0.5121	0.6309	0.6255	0.562	0.5428	0.4095	0.4636	0.2696	0.57	0.2707	0	0
ENSG00000169905	TOR1AIP2	0.2311	0.4327	0.4005	0.3839	0.4257	0.3505	0.4388	0.4422	0.8693	0.8745	0.8671	0.8432	0.7924	0.7752	0.5877	0.5573	0.6209	0.7248	0.183	0.1841
ENSG00000162511	LAPTM5	0.0159	0.0145	0.0156	0.0106	0.02	0.0171	0.0207	0.0131	0.1047	0.1003	0.091	0.0977	0.1126	0.0794	0.048	0.0348	0.0467	0.0683	0.0299	0.024
ENSG00000162512	SDC3	0.0091	0.1737	0.0952	0.1225	0.107	0.0468	0.0973	0.1067	0.3186	0.3542	0.342	0.27	0.3113	0.2419	0.1131	0.1481	0.1978	0.4153	0.0873	0.0506
ENSG00000134644	PUM1	0.2606	0.4322	0.3686	0.4649	0.4374	0.3812	0.5095	0.4889	0.8962	0.9333	0.8645	0.8775	0.8225	0.7334	0.7759	0.6746	0.6361	0.743	0.1627	0.1915
ENSG00000084628	NKAIN1	0	NaN	0	NaN	0	0	NaN	0	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0.139
ENSG00000060688	SNRNP40	0.0894	0.0992	0.1035	0.1147	0.0536	0.0501	0.0714	0.0709	0.4116	0.3897	0.3583	0.4007	0.3794	0.3014	0.1716	0.12	0.1508	0.1946	0.1033	0.0794
ENSG00000123685	BATF3	0	1	NaN	NaN	0	0	NaN	NaN	1	NaN	1	NaN	0.4066	NaN	NaN	NaN	0	1	1	1
ENSG00000117697	NSL1	0.0527	0.2213	0.2129	0.1569	0.1066	0.0575	0.1221	0.0932	0.4684	0.5431	0.4182	0.4451	0.3832	0.2703	0.1885	0.1921	0.1298	0.2399	0.0262	0.0168
ENSG00000185523	SPATA45	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN
ENSG00000174606	ANGEL2	0.0967	0.0719	0.0703	0.0724	0.084	0.0415	0.141	0.1102	0.5648	0.6164	0.49	0.5171	0.6121	0.4765	0.223	0.1592	0.2177	0.3744	0.2505	0.1682
ENSG00000152104	PTPN14	NaN	NaN	NaN	NaN	0.4018	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	0	0
ENSG00000183831	ANKRD45	1	0.1195	NaN	0.3765	0	0	0	1	NaN	0	0.1452	NaN	0.7464	0	0	NaN	NaN	0.1181	NaN	NaN
ENSG00000120334	CENPL	0.2753	0.3591	0.2943	0.3768	0.3713	0.2156	0.5391	0.5452	0.9335	0.9285	0.8612	0.915	0.7417	0.5545	0.6084	0.5523	0.5292	0.7187	0.1568	0.2067
ENSG00000117601	SERPINC1	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	1	0.9871	0.3622	1	0.7752	NaN	0.6387	1	0.5141	1	0
ENSG00000135870	RC3H1	0.3579	0.4746	0.4097	0.4619	0.3517	0.4479	0.4074	0.39	0.9106	0.9341	0.9698	0.9311	0.8066	0.7737	0.6848	0.6297	0.7161	0.7203	0.0958	0.1775
ENSG00000120333	MRPS14	0.0999	0.0281	0.1024	0.0429	0.0798	0.0205	0.0651	0.0504	0.2719	0.3773	0.2576	0.305	0.3378	0.2396	0.0474	0.0806	0.1251	0.1298	0.0462	0.0303
ENSG00000159173	TNNI1	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000174307	PHLDA3	NaN	0	0	0.3193	NaN	NaN	NaN	1	0.996	1	0.9967	1	0.9912	0.9745	NaN	NaN	NaN	NaN	NaN	0
ENSG00000159176	CSRP1	0.0395	0.0377	0.1243	0.0776	0.0366	0.0493	0.0322	0.011	0.152	0.1564	0.1549	0.1613	0.1793	0.1083	0.1259	0.1248	0.0645	0.1505	0.0586	0.059
ENSG00000163431	LMOD1	0	0	NaN	0	NaN	NaN	NaN	NaN	0.2433	1	NaN	NaN	0	NaN	0	0.541	0.3944	0.4901	NaN	NaN
